Mean Audio,Median Audio,Mode Audio,Maxv Audio,Minv Audio,Std Audio,Skew Audio,Kurtosis Audio,Q1 Audio,Q3 Audio,IQR Audio,Mean ZCR,Median ZCR,Std ZCR,Kurtosis ZCR,Skew ZCR,Mean Energy RMSE,Median Energy RMSE,Kurtosis Energy RMSE,Std Energy RMSE,Skew Energy RMSE,Label
-1.2161946748855717e-17,0.0,-0.49998662779813324,0.49998662779813324,-0.49998662779813324,0.2886751344915735,-9.084328562681533e-17,-1.2000000017166312,-0.24999331389906665,0.24999331389906665,0.4999866277981333,0.12812104096283783,0.089599609375,0.11581365654103058,3.8624253165062647,2.122291529649423,0.03819929,0.03819929,0.03819929,0.03819929,0.03819929,Orang1_angry
-9.285982374235329e-18,0.0,-0.4999854790462638,0.4999854790462638,-0.4999854790462638,0.2886751344730739,6.267653197974741e-17,-1.2000000020242374,-0.2499927395231319,0.2499927395231319,0.4999854790462638,0.08892463235294118,0.057861328125,0.076362637018225,2.5782019200136155,1.7958954433058718,0.03163958,0.03163958,0.03163958,0.03163958,0.03163958,Orang1_angry
-8.570867066188729e-18,0.0,-0.4999874349760008,0.4999874349760008,-0.4999874349760008,0.28867513450366095,2.412341301113283e-17,-1.2000000015156465,-0.2499937174880004,0.2499937174880004,0.4999874349760008,0.07949594350961539,0.05126953125,0.09975925889774956,6.724220918979498,2.7073497594214113,0.036311407,0.036311407,0.036311407,0.036311407,0.036311407,Orang1_angry
-1.3120281050881742e-17,0.0,-0.49998601124695746,0.49998601124695746,-0.49998601124695746,0.28867513448183396,3.7831949267061743e-17,-1.200000001878578,-0.24999300562347873,0.24999300562347873,0.49998601124695746,0.07550223214285715,0.051513671875,0.08046107882008098,5.693438384872854,2.5260980301413216,0.042111114,0.042111114,0.042111114,0.042111114,0.042111114,Orang1_angry
-1.3784737538583944e-05,-1.3784737538597265e-05,-0.5,0.4999724305249228,-0.5,0.28867513448510534,-1.0560602325880332e-17,-1.2000000018241823,-0.2500068923687693,0.2499793228936921,0.49998621526246134,0.08754676496478873,0.05859375,0.10758890470819725,4.961135601832349,2.3600500814175653,0.042953108,0.042953108,0.042953108,0.042953108,0.042953108,Orang1_angry
-1.3636611574743503e-05,-1.3636611574755905e-05,-0.5,0.4999727267768505,-0.5,0.28867513448745047,-3.8037592830861903e-16,-1.2000000017851895,-0.2500068183057874,0.24997954508263787,0.4999863633884253,0.10125054253472222,0.0615234375,0.10812708421937572,4.070531441276273,2.16873709459773,0.041815173,0.041815173,0.041815173,0.041815173,0.041815173,Orang1_angry
-6.162389230648347e-18,0.0,-0.49998644876277204,0.49998644876277204,-0.49998644876277204,0.28867513448879056,1.701100418806829e-17,-1.2000000017629062,-0.24999322438138602,0.24999322438138602,0.49998644876277204,0.08250615368150685,0.06591796875,0.08107414600491639,5.494772433240147,2.28470736576912,0.029929593,0.029929593,0.029929593,0.029929593,0.029929593,Orang1_angry
-1.6041065126720766e-05,-1.6041065126724415e-05,-0.5,0.4999679178697466,-0.5,0.28867513444625154,-1.8241309207177487e-16,-1.2000000024702313,-0.2500080205325634,0.24997593840230992,0.4999839589348733,0.09500672387295082,0.0673828125,0.09949408343919687,6.3846174880678355,2.6377385922393417,0.041719746,0.041719746,0.041719746,0.041719746,0.041719746,Orang1_angry
9.906735339126682e-18,0.0,-0.4999847908745247,0.4999847908745247,-0.4999847908745247,0.28867513446126164,-8.253623901221069e-17,-1.2000000022206474,-0.24999239543726234,0.24999239543726234,0.4999847908745247,0.08392427884615385,0.06982421875,0.07713571868347975,8.566462630447342,2.8596578355791613,0.03965125,0.03965125,0.03965125,0.03965125,0.03965125,Orang1_angry
-1.486237441292433e-05,-1.4862374412936211e-05,-0.5,0.49997027525117416,-0.5,0.2886751344672819,8.214582286571592e-17,-1.2000000021205455,-0.2500074311872065,0.2499777064383806,0.49998513762558705,0.14116506865530304,0.085205078125,0.12827169724665516,0.195548647582084,1.2218654646991312,0.04423444,0.04423444,0.04423444,0.04423444,0.04423444,Orang1_angry
-1.4240956992306646e-05,-1.4240956992309883e-05,-0.5,0.49997151808601537,-0.5,0.28867513447772347,-1.6430897368756594e-18,-1.200000001946928,-0.25000712047849616,0.24997863856451152,0.4999857590430077,0.10295657835144928,0.06982421875,0.08590936113588127,2.2287761451833656,1.7031066396553678,0.031063257,0.031063257,0.031063257,0.031063257,0.031063257,Orang1_angry
1.1254306670297541e-17,0.0,-0.4999853342328337,0.4999853342328337,-0.4999853342328337,0.28867513447063364,-6.0365788219222174e-18,-1.200000002064813,-0.24999266711641685,0.24999266711641685,0.4999853342328337,0.07206885494402986,0.052734375,0.07950460528752122,5.6027308875347135,2.475624294758603,0.03651442,0.03651442,0.03651442,0.03651442,0.03651442,Orang1_angry
3.4774061028849e-18,0.0,-0.49998470620622154,0.49998470620622154,-0.49998470620622154,0.2886751344597706,-1.0389750998669098e-16,-1.2000000022454411,-0.24999235310311077,0.24999235310311077,0.49998470620622154,0.084716796875,0.06884765625,0.09409594286666333,6.486692204880372,2.560945102796963,0.03919556,0.03919556,0.03919556,0.03919556,0.03919556,Orang1_angry
-2.736730787424892e-17,0.0,-0.49998662636745395,0.49998662636745395,-0.49998662636745395,0.28867513449155147,1.58005225851489e-17,-1.2000000017169992,-0.24999331318372697,0.24999331318372697,0.49998662636745395,0.09596706081081081,0.06982421875,0.08551024867139818,3.1247607937408732,1.8119750583175351,0.028320339,0.028320339,0.028320339,0.028320339,0.028320339,Orang1_angry
-3.5388898901670356e-18,0.0,-0.4999844357976653,0.4999844357976653,-0.4999844357976653,0.28867513445495296,-1.3791458477408018e-17,-1.2000000023255455,-0.24999221789883266,0.24999221789883266,0.4999844357976653,0.08715432787698413,0.0576171875,0.10191620371972519,4.921245925645958,2.416060589577645,0.028639793,0.028639793,0.028639793,0.028639793,0.028639793,Orang1_angry
-1.1691802682664326e-18,0.0,-0.4999850411368736,0.4999850411368736,-0.4999850411368736,0.2886751344656206,4.330441500477585e-18,-1.2000000021481683,-0.2499925205684368,0.2499925205684368,0.4999850411368736,0.08405095880681818,0.06201171875,0.07915515327830819,6.499252589931773,2.557573261754091,0.04108981,0.04108981,0.04108981,0.04108981,0.04108981,Orang1_angry
-8.472530704915596e-18,0.0,-0.49998580472986404,0.49998580472986404,-0.49998580472986404,0.28867513447847354,-5.204987160135922e-17,-1.2000000019344546,-0.24999290236493202,0.24999290236493202,0.49998580472986404,0.07906617980072464,0.060546875,0.08382039791148815,6.9992242123394615,2.6650761405884675,0.03599509,0.03599509,0.03599509,0.03599509,0.03599509,Orang1_angry
0.0,0.0,-0.4999843382928739,0.4999843382928739,-0.4999843382928739,0.2886751344531952,2.3129762651778957e-17,-1.200000002354775,-0.24999216914643696,0.24999216914643696,0.4999843382928739,0.10694909474206349,0.07861328125,0.09416719356337888,2.414703107020606,1.8141766901671357,0.030879598,0.030879598,0.030879598,0.030879598,0.030879598,Orang1_angry
-1.4733616218774993e-05,-1.4733616218764734e-05,-0.5,0.4999705327675625,-0.5,0.288675134469482,2.1298443713826007e-16,-1.2000000020839634,-0.25000736680810937,0.24997789957567185,0.4999852663837812,0.08516499533582089,0.05712890625,0.09689220370309996,6.195356414690586,2.5696098797676843,0.05602045,0.05602045,0.05602045,0.05602045,0.05602045,Orang1_angry
-1.5256926644696675e-05,-1.5256926644696692e-05,-0.5,0.4999694861467106,-0.5,0.28867513446042087,-2.966036402008512e-16,-1.2000000022346289,-0.25000762846332236,0.24997711461003297,0.49998474307335533,0.08785306490384616,0.06494140625,0.08812590818430646,6.837872284139561,2.6619900214353445,0.038093843,0.038093843,0.038093843,0.038093843,0.038093843,Orang1_angry
-4.120402074633072e-18,0.0,-0.499985502624025,0.499985502624025,-0.499985502624025,0.28867513447346893,9.433885788117915e-18,-1.2000000020176702,-0.2499927513120125,0.2499927513120125,0.499985502624025,0.16169289981617646,0.078369140625,0.17294057230311508,0.09271380989388378,1.252070771225369,0.043959282,0.043959282,0.043959282,0.043959282,0.043959282,Orang1_angry
-1.4058370353694213e-05,-1.4058370353708598e-05,-0.5,0.49997188325929254,-0.5,0.28867513448070664,-3.06627284483791e-16,-1.2000000018973227,-0.2500070291851768,0.2499789124444694,0.4999859416296462,0.09501953125,0.05322265625,0.1156892575843459,4.911932372866408,2.3845802985783657,0.048916664,0.048916664,0.048916664,0.048916664,0.048916664,Orang1_angry
-7.829887718781236e-19,0.0,-0.4999862255158545,0.4999862255158545,-0.4999862255158545,0.2886751344852685,9.917039458409583e-18,-1.2000000018214696,-0.24999311275792724,0.24999311275792724,0.4999862255158545,0.11947760783450705,0.0712890625,0.13351310233196106,3.257059121629502,2.0104689871583994,0.054471478,0.054471478,0.054471478,0.054471478,0.054471478,Orang1_angry
0.0,0.0,-0.49998460164454434,0.49998460164454434,-0.49998460164454434,0.2886751344579177,3.63853369528159e-17,-1.2000000022762491,-0.24999230082227217,0.24999230082227217,0.49998460164454434,0.0975494384765625,0.066162109375,0.08364459963402776,2.805223957538793,1.9029409253372958,0.046816293,0.046816293,0.046816293,0.046816293,0.046816293,Orang1_angry
-3.1580554382515077e-18,0.0,-0.4999861107252979,0.4999861107252979,-0.4999861107252979,0.2886751344834351,6.089551001457389e-17,-1.2000000018519554,-0.24999305536264893,0.24999305536264893,0.49998611072529786,0.08168738996478873,0.05078125,0.10472627697028727,7.463040884375829,2.8894675326111603,0.056243375,0.056243375,0.056243375,0.056243375,0.056243375,Orang1_angry
-3.3268029649611104e-18,0.0,-0.4999853685658268,0.4999853685658268,-0.4999853685658268,0.2886751344712144,9.157326929756936e-17,-1.200000002055157,-0.2499926842829134,0.2499926842829134,0.4999853685658268,0.08874329524253731,0.0615234375,0.08615644840556261,2.450979612903029,1.7450062063177156,0.02449127,0.02449127,0.02449127,0.02449127,0.02449127,Orang1_angry
-3.886596619657996e-18,0.0,-0.4999829065672969,0.4999829065672969,-0.4999829065672969,0.28867513442611953,-5.427499903119581e-17,-1.2000000028049795,-0.24999145328364844,0.24999145328364844,0.4999829065672969,0.08557549838362069,0.04541015625,0.12104993663115748,5.2989110766507,2.548993109154668,0.044229206,0.044229206,0.044229206,0.044229206,0.044229206,Orang1_angry
-1.467522609960628e-19,0.0,-0.49998480658786354,0.49998480658786354,-0.49998480658786354,0.2886751344615375,1.9168945282127888e-16,-1.2000000022160615,-0.24999240329393177,0.24999240329393177,0.49998480658786354,0.09550030048076923,0.06640625,0.10400081648265182,6.927597263424232,2.7387543122358835,0.04156808,0.04156808,0.04156808,0.04156808,0.04156808,Orang1_angry
-1.405362864693381e-05,-1.4053628646916633e-05,-0.5,0.49997189274270615,-0.5,0.2886751344807836,1.5384566296611522e-16,-1.2000000018960426,-0.25000702681432346,0.2499789195570296,0.4999859463713531,0.11072823660714286,0.089599609375,0.09045235001860874,1.6863422798501686,1.4321540327971516,0.03501912,0.03501912,0.03501912,0.03501912,0.03501912,Orang1_angry
-6.353882225603802e-18,0.0,-0.4999860276652228,0.4999860276652228,-0.4999860276652228,0.288675134482099,1.6765805752534422e-18,-1.2000000018741712,-0.2499930138326114,0.2499930138326114,0.4999860276652228,0.08542829241071428,0.053466796875,0.10645543715781736,6.336718222035213,2.727210259678805,0.043258872,0.043258872,0.043258872,0.043258872,0.043258872,Orang1_angry
-1.57430730478661e-05,-1.574307304785894e-05,-0.5,0.4999685138539043,-0.5,0.2886751344517199,-6.509979481971725e-17,-1.200000002379306,-0.25000787153652393,0.2499763853904282,0.49998425692695214,0.09042503720238096,0.0771484375,0.07885454152416933,5.186709386178826,2.160880063410573,0.041015297,0.041015297,0.041015297,0.041015297,0.041015297,Orang1_angry
-1.4552651493114658e-05,-1.4552651493102043e-05,-0.5,0.4999708946970138,-0.5,0.28867513447254184,3.4936881786863417e-16,-1.2000000020330848,-0.25000727632574654,0.24997817102276035,0.4999854473485069,0.09441061580882353,0.078857421875,0.09472888560894874,6.683340145628108,2.566717816708109,0.042418305,0.042418305,0.042418305,0.042418305,0.042418305,Orang1_angry
3.639380276920385e-17,0.0,-0.49998553115143096,0.49998553115143096,-0.49998553115143096,0.288675134473946,-5.998094401297592e-16,-1.2000000020097372,-0.24999276557571548,0.24999276557571548,0.49998553115143096,0.10527487362132353,0.067138671875,0.09933631860036053,5.192243375459279,2.372138947714019,0.041447952,0.041447952,0.041447952,0.041447952,0.041447952,Orang1_angry
-1.313853268866933e-05,-1.313853268866933e-05,-0.5,0.49997372293462267,-0.5,0.2886751344951501,2.008257018256911e-16,-1.200000001657162,-0.25000656926634435,0.249980292200967,0.49998686146731136,0.09778645833333334,0.05712890625,0.10347140409301202,4.666109350070377,2.209532953640149,0.045965046,0.045965046,0.045965046,0.045965046,0.045965046,Orang1_angry
-1.3371129058134628e-05,-1.3371129058137669e-05,-0.5,0.4999732577418837,-0.5,0.2886751344915901,1.2341847494975897e-17,-1.2000000017163566,-0.2500066855645291,0.2499799433064128,0.4999866288709419,0.08742213893581081,0.072265625,0.0713018260520002,6.161251613853116,2.323220037198113,0.03487649,0.03487649,0.03487649,0.03487649,0.03487649,Orang1_angry
1.528784302515857e-17,0.0,-0.49998584491690967,0.49998584491690967,-0.49998584491690967,0.2886751344791313,3.619130865002029e-17,-1.2000000019235169,-0.24999292245845484,0.24999292245845484,0.49998584491690967,0.08601534193840579,0.05908203125,0.0967128708911028,6.997688858459679,2.7505717099672378,0.060833093,0.060833093,0.060833093,0.060833093,0.060833093,Orang1_angry
-8.770409956923277e-18,0.0,-0.4999859735742138,0.4999859735742138,-0.4999859735742138,0.2886751344812246,2.220359196144938e-17,-1.2000000018887098,-0.2499929867871069,0.2499929867871069,0.4999859735742138,0.09349190848214285,0.073486328125,0.09215569569355157,5.375022698789698,2.3513862823437273,0.028569326,0.028569326,0.028569326,0.028569326,0.028569326,Orang1_angry
-1.3774104683187763e-05,-1.3774104683195593e-05,-0.5,0.4999724517906336,-0.5,0.28867513448527454,-1.5599836157874745e-16,-1.200000001821369,-0.2500068870523416,0.2499793388429752,0.4999862258953168,0.08434198943661972,0.0634765625,0.0888287105939204,7.715826323989779,2.7352517594509114,0.04513638,0.04513638,0.04513638,0.04513638,0.04513638,Orang1_angry
-1.3749106308099353e-05,-1.3749106308089974e-05,-0.5,0.49997250178738384,-0.5,0.2886751344856718,-8.83274727761749e-17,-1.200000001814764,-0.25000687455315407,0.24997937634053788,0.499986250893692,0.1236911349826389,0.07470703125,0.12493160353827659,2.3437977641141536,1.8480652254457597,0.052732814,0.052732814,0.052732814,0.052732814,0.052732814,Orang1_angry
-1.4162701110359792e-05,-1.4162701110355767e-05,-0.5,0.4999716745977793,-0.5,0.2886751344790067,2.3079474010170146e-16,-1.200000001925588,-0.25000708135055516,0.24997875594833446,0.4999858372988896,0.10922639266304347,0.052734375,0.11727139491200103,2.2335863903663,1.804294867093492,0.056862783,0.056862783,0.056862783,0.056862783,0.056862783,Orang1_angry
-1.4714537963507005e-05,-1.4714537963507945e-05,-0.5,0.499970570924073,-0.5,0.28867513446980636,2.233449292547071e-16,-1.2000000020785693,-0.25000735726898177,0.24997792819305475,0.4999852854620365,0.09143977378731344,0.0595703125,0.10603344418143007,5.138432292580985,2.383676794971761,0.021244232,0.021244232,0.021244232,0.021244232,0.021244232,Orang1_angry
-1.4111537593135346e-05,-1.4111537593136148e-05,-0.5,0.4999717769248137,-0.5,0.28867513447984194,-1.8508895781999823e-16,-1.2000000019117005,-0.25000705576879656,0.2499788326936103,0.4999858884624069,0.10701729910714286,0.05517578125,0.12247405251238282,3.5344857684526234,2.090226589367417,0.058049586,0.058049586,0.058049586,0.058049586,0.058049586,Orang1_angry
-1.556274900399822e-05,-1.5562749003984063e-05,-0.5,0.499968874501992,-0.5,0.2886751344549791,4.596723559788057e-18,-1.2000000023251116,-0.25000778137450197,0.24997665587649404,0.499984437250996,0.09237816220238096,0.0654296875,0.08878064885535329,5.6429320658635955,2.346016537005891,0.02731043,0.02731043,0.02731043,0.02731043,0.02731043,Orang1_angry
-7.019824497753398e-18,0.0,-0.49998627843793736,0.49998627843793736,-0.49998627843793736,0.2886751344861086,-2.216428357511136e-17,-1.2000000018074999,-0.24999313921896865,0.24999313921896865,0.4999862784379373,0.0924072265625,0.056396484375,0.09802024820864572,5.374864927910741,2.485448310955756,0.051783685,0.051783685,0.051783685,0.051783685,0.051783685,Orang1_angry
-1.4596835406085621e-05,-1.4596835406083961e-05,-0.5,0.49997080632918783,-0.5,0.2886751344717982,1.2952799124087386e-16,-1.200000002045449,-0.250007298417703,0.24997810474689086,0.4999854031645939,0.10925110774253731,0.07080078125,0.10417917314882881,3.248913623864463,1.9187443047793529,0.04601087,0.04601087,0.04601087,0.04601087,0.04601087,Orang1_angry
4.618517041703345e-18,0.0,-0.4999848837560843,0.4999848837560843,-0.4999848837560843,0.28867513446288784,3.77794288316735e-17,-1.2000000021936081,-0.24999244187804215,0.24999244187804215,0.4999848837560843,0.0922100360576923,0.05322265625,0.09834392905364729,4.441069767757344,2.2587036790193498,0.047957547,0.047957547,0.047957547,0.047957547,0.047957547,Orang1_angry
-1.3954007590998374e-05,-1.395400759098013e-05,-0.5,0.49997209198481807,-0.5,0.2886751344823945,3.979875892744217e-16,-1.200000001869257,-0.2500069770037955,0.24997906898861352,0.49998604599240903,0.08623046875,0.064697265625,0.07998157595605504,3.873894300558007,1.9564733787278736,0.032780647,0.032780647,0.032780647,0.032780647,0.032780647,Orang1_angry
-8.03286272436939e-18,0.0,-0.49998497641296835,0.49998497641296835,-0.49998497641296835,0.2886751344645002,-6.224974908425079e-17,-1.2000000021667987,-0.24999248820648418,0.24999248820648418,0.49998497641296835,0.12099757339015152,0.087646484375,0.09493417940822559,2.6153596726083235,1.8400749051446177,0.04995498,0.04995498,0.04995498,0.04995498,0.04995498,Orang1_angry
7.286164721384227e-18,0.0,-0.4999857578260746,0.4999857578260746,-0.4999857578260746,0.28867513447770343,-1.104907948754896e-16,-1.2000000019472585,-0.2499928789130373,0.2499928789130373,0.4999857578260746,0.08533599411231885,0.0693359375,0.07983045771007005,5.3985969044951485,2.2648102205216825,0.04028376,0.04028376,0.04028376,0.04028376,0.04028376,Orang1_angry
-1.3964140088258922e-05,-1.3964140088253366e-05,-0.5,0.4999720717198235,-0.5,0.2886751344822312,-2.2169440816284044e-17,-1.2000000018719736,-0.2500069820700441,0.24997905378986762,0.49998603585991175,0.13566545758928572,0.071044921875,0.13250357043949718,0.9465591162677449,1.4159797255063993,0.03507333,0.03507333,0.03507333,0.03507333,0.03507333,Orang1_angry
-1.367839360944984e-05,-1.3678393609454505e-05,-0.5,0.49997264321278106,-0.5,0.28867513448679155,-1.5074798600116842e-16,-1.2000000017961454,-0.2500068391968047,0.2499794824095858,0.49998632160639056,0.08763292100694445,0.0576171875,0.09875483996707589,6.797438054217748,2.7191288329298535,0.03743572,0.03743572,0.03743572,0.03743572,0.03743572,Orang1_angry
-6.956514469733274e-18,0.0,-0.4999847024629035,0.4999847024629035,-0.4999847024629035,0.2886751344597045,-3.16287208704705e-17,-1.2000000022465407,-0.24999235123145175,0.24999235123145175,0.4999847024629035,0.09427642822265625,0.064697265625,0.09248203105825407,4.998872314199782,2.304425250952881,0.04315208,0.04315208,0.04315208,0.04315208,0.04315208,Orang1_angry
8.184797532153781e-18,0.0,-0.4999856011519078,0.4999856011519078,-0.4999856011519078,0.28867513447511267,-1.5666123676159327e-17,-1.2000000019903376,-0.2499928005759539,0.2499928005759539,0.4999856011519078,0.09084185431985294,0.06640625,0.0889293227587338,3.7985404938662484,1.8430634543649569,0.026476983,0.026476983,0.026476983,0.026476983,0.026476983,Orang1_angry
-1.6714581801161433e-05,-1.6714581801163334e-05,-0.49999999999999994,0.4999665708363976,-0.49999999999999994,0.28867513443351434,-2.2092793246109476e-16,-1.2000000026820217,-0.25000835729090054,0.2499749281272982,0.49998328541819875,0.08696371822033898,0.0556640625,0.10451626600656852,5.875872574400169,2.5891948143636454,0.033690203,0.033690203,0.033690203,0.033690203,0.033690203,Orang1_angry
-1.3486540432650518e-05,-1.3486540432648217e-05,-0.5,0.4999730269191347,-0.5,0.28867513448980053,6.647432112959759e-17,-1.2000000017461137,-0.2500067432702163,0.24997977018935102,0.49998651345956735,0.10296714469178082,0.05712890625,0.10845798582810494,3.307590659602919,1.948284502371979,0.039771896,0.039771896,0.039771896,0.039771896,0.039771896,Orang1_angry
-1.6252762969690068e-05,-1.625276296970485e-05,-0.5,0.4999674944740606,-0.5,0.28867513444230447,-2.952326542296804e-16,-1.200000002535862,-0.25000812638148484,0.24997562085554545,0.4999837472370303,0.08139888575819672,0.0517578125,0.09822187247715929,7.123967293669134,2.7386806020504744,0.037083376,0.037083376,0.037083376,0.037083376,0.037083376,Orang1_angry
-1.5849870031072953e-05,-1.5849870031065747e-05,-0.5,0.49996830025993794,-0.5,0.2886751344497719,2.808917793765218e-17,-1.2000000024116952,-0.25000792493501556,0.24997622519495344,0.499984150129969,0.07954259072580645,0.05810546875,0.0855804682926083,7.066663634011798,2.744527956330808,0.05415854,0.05415854,0.05415854,0.05415854,0.05415854,Orang1_angry
-8.162106180861803e-18,0.0,-0.49998527289328737,0.49998527289328737,-0.49998527289328737,0.2886751344695927,-7.034820095717953e-17,-1.200000002082122,-0.24999263644664366,0.24999263644664366,0.4999852728932873,0.08077775186567164,0.06396484375,0.0771660195200579,8.579480641385839,2.8834234208372034,0.051318403,0.051318403,0.051318403,0.051318403,0.051318403,Orang1_angry
-1.4662756598228175e-05,-1.466275659824047e-05,-0.5,0.49997067448680355,-0.5,0.2886751344706846,-1.2172607583914726e-16,-1.2000000020639652,-0.2500073313782991,0.24997800586510263,0.4999853372434018,0.08485890858208955,0.06005859375,0.097523870210948,5.3803238600118135,2.3639975381995018,0.022726173,0.022726173,0.022726173,0.022726173,0.022726173,Orang1_angry
-1.389687225763115e-17,0.0,-0.499984720227363,0.499984720227363,-0.499984720227363,0.288675134460018,-9.928911650719726e-17,-1.2000000022413255,-0.24999236011368148,0.24999236011368148,0.49998472022736296,0.0977935791015625,0.072265625,0.08123792910546547,3.4512635934454394,1.9488363695975053,0.02976308,0.02976308,0.02976308,0.02976308,0.02976308,Orang1_angry
-1.5694644987123253e-05,-1.5694644987130392e-05,-0.5,0.49996861071002574,-0.5,0.2886751344525989,2.781408773919087e-17,-1.2000000023646902,-0.2500078473224936,0.2499764580325193,0.4999843053550129,0.08793712797619048,0.0556640625,0.0945999416082546,7.279117935175851,2.8007306030210453,0.06080822,0.06080822,0.06080822,0.06080822,0.06080822,Orang1_angry
-1.4705017351906787e-05,-1.4705017351920476e-05,-0.5,0.49997058996529614,-0.5,0.2886751344699681,-1.8048771029018085e-16,-1.2000000020758808,-0.25000735250867595,0.24997794247397212,0.4999852949826481,0.13588794309701493,0.0712890625,0.1339049256638945,1.334859696755064,1.5606794201417031,0.041012205,0.041012205,0.041012205,0.041012205,0.041012205,Orang1_angry
-1.4919138270585683e-05,-1.4919138270573492e-05,-0.5,0.4999701617234589,-0.5,0.2886751344663058,-1.668077539091549e-16,-1.200000002136774,-0.2500074595691353,0.24997762129259415,0.49998508086172944,0.08578953598484848,0.055419921875,0.09591012510485071,6.2093104084897135,2.62940151880313,0.033021063,0.033021063,0.033021063,0.033021063,0.033021063,Orang1_angry
7.739484636441469e-18,0.0,-0.4999863845546388,0.4999863845546388,-0.4999863845546388,0.2886751344877835,-5.554771723401154e-17,-1.2000000017796513,-0.24999319227731942,0.24999319227731942,0.49998638455463884,0.08293999565972222,0.04541015625,0.12179470040346758,7.163873605481319,2.8302267114638324,0.06300077,0.06300077,0.06300077,0.06300077,0.06300077,Orang1_angry
